product_title,product_variant_title,year,month,year_month,times_bought,total_revenue,num_orders
"Small Bumper -350ML, 475ML, 700ML",Crimson,2024,7,2024-07-01,2,0.0,3
"Small Bumper -350ML, 475ML, 700ML",Crimson,2024,8,2024-08-01,5,9.01,6
"Small Bumper -350ML, 475ML, 700ML",Crimson,2024,9,2024-09-01,2,9.0,3
"Small Bumper -350ML, 475ML, 700ML",Dune,2023,10,2023-10-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,4,2024-04-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,5,2024-05-01,1,4.5,1
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,6,2024-06-01,5,4.5,6
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,7,2024-07-01,3,0.0,4
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,8,2024-08-01,3,0.0,3
"Small Bumper -350ML, 475ML, 700ML",Dune,2024,9,2024-09-01,5,4.5,7
"Small Bumper -350ML, 475ML, 700ML",Dusk,2023,10,2023-10-01,5,4.51,5
"Small Bumper -350ML, 475ML, 700ML",Dusk,2023,11,2023-11-01,2,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Dusk,2023,12,2023-12-01,3,9.0,3
"Small Bumper -350ML, 475ML, 700ML",Dusk,2024,1,2024-01-01,2,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Dusk,2024,8,2024-08-01,8,22.5,11
"Small Bumper -350ML, 475ML, 700ML",Dusk,2024,9,2024-09-01,14,4.5,18
"Small Bumper -350ML, 475ML, 700ML",Dusk,2024,11,2024-11-01,5,13.5,6
"Small Bumper -350ML, 475ML, 700ML",Dusk,2024,12,2024-12-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,1,2025-01-01,6,4.5,7
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,2,2025-02-01,3,4.5,3
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,3,2025-03-01,1,0.0,3
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,4,2025-04-01,5,9.0,8
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,5,2025-05-01,2,4.5,2
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,6,2025-06-01,2,4.5,2
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,7,2025-07-01,3,4.5,3
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,8,2025-08-01,5,13.5,5
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,9,2025-09-01,1,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Dusk,2025,11,2025-11-01,1,4.51,1
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2023,9,2023-09-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2023,10,2023-10-01,3,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2023,11,2023-11-01,4,4.5,5
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2023,12,2023-12-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2024,1,2024-01-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2024,2,2024-02-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2024,3,2024-03-01,2,13.51,2
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2024,8,2024-08-01,8,22.509999999999998,9
"Small Bumper -350ML, 475ML, 700ML",Lagoon,2024,9,2024-09-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2023,9,2023-09-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,1,2024-01-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,2,2024-02-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,4,2024-04-01,2,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,5,2024-05-01,2,0.0,3
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,6,2024-06-01,7,4.51,7
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,7,2024-07-01,2,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,8,2024-08-01,6,4.5,9
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,9,2024-09-01,6,9.0,6
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,10,2024-10-01,1,4.5,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,11,2024-11-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2024,12,2024-12-01,1,4.5,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2025,4,2025-04-01,2,4.51,2
"Small Bumper -350ML, 475ML, 700ML",Midnight,2025,5,2025-05-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Midnight,2025,7,2025-07-01,5,31.52,6
"Small Bumper -350ML, 475ML, 700ML",Midnight,2025,8,2025-08-01,2,4.51,2
"Small Bumper -350ML, 475ML, 700ML",Midnight,2025,9,2025-09-01,3,27.02,4
"Small Bumper -350ML, 475ML, 700ML",Pine,2023,10,2023-10-01,4,9.01,6
"Small Bumper -350ML, 475ML, 700ML",Pine,2023,11,2023-11-01,3,4.5,3
"Small Bumper -350ML, 475ML, 700ML",Pine,2023,12,2023-12-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Pine,2024,1,2024-01-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Pine,2024,3,2024-03-01,1,4.51,1
"Small Bumper -350ML, 475ML, 700ML",Pine,2024,4,2024-04-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Pine,2024,8,2024-08-01,5,4.5,7
"Small Bumper -350ML, 475ML, 700ML",Reef,2023,9,2023-09-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Reef,2023,10,2023-10-01,7,0.0,9
"Small Bumper -350ML, 475ML, 700ML",Reef,2024,8,2024-08-01,10,17.57,10
"Small Bumper -350ML, 475ML, 700ML",Reef,2024,9,2024-09-01,5,13.51,11
"Small Bumper -350ML, 475ML, 700ML",Reef,2024,10,2024-10-01,0,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Reef,2024,11,2024-11-01,3,13.52,3
"Small Bumper -350ML, 475ML, 700ML",Reef,2024,12,2024-12-01,2,4.51,2
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,1,2025-01-01,2,4.5,3
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,2,2025-02-01,3,9.0,4
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,3,2025-03-01,1,4.5,2
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,4,2025-04-01,9,13.5,9
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,5,2025-05-01,5,0.0,6
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,6,2025-06-01,2,9.01,3
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,7,2025-07-01,2,9.01,3
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,8,2025-08-01,4,13.5,6
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,10,2025-10-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,11,2025-11-01,2,9.0,2
"Small Bumper -350ML, 475ML, 700ML",Reef,2025,12,2025-12-01,1,4.5,1
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2023,10,2023-10-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2023,11,2023-11-01,0,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2023,12,2023-12-01,1,0.0,1
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2024,1,2024-01-01,1,4.5,2
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2024,5,2024-05-01,4,18.009999999999998,5
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2024,6,2024-06-01,2,0.0,2
"Small Bumper -350ML, 475ML, 700ML",Sunbeam,2024,8,2024-08-01,9,31.509999999999998,10
Soft Straws Reusable Silicone Straws,Long,2024,3,2024-03-01,1,9.01,1
Soft Straws Reusable Silicone Straws,Long,2024,10,2024-10-01,1,0.0,1
Soft Straws Reusable Silicone Straws,Long,2025,4,2025-04-01,1,9.01,1
Soft Straws Reusable Silicone Straws,Long,2025,8,2025-08-01,1,18.03,1
Soft Straws Reusable Silicone Straws,Normal,2023,9,2023-09-01,1,13.51,1
Soft Straws Reusable Silicone Straws,Normal,2024,1,2024-01-01,0,9.01,1
Soft Straws Reusable Silicone Straws,Normal,2024,5,2024-05-01,0,9.01,1
Soft Straws Reusable Silicone Straws,Normal,2024,7,2024-07-01,1,9.02,1
Soft Straws Reusable Silicone Straws,Normal,2024,9,2024-09-01,1,9.01,1
Soft Straws Reusable Silicone Straws,Smoothie,2022,9,2022-09-01,1,13.51,1
Soft Straws Reusable Silicone Straws,Smoothie,2022,10,2022-10-01,1,13.52,1
Soft Straws Reusable Silicone Straws,Smoothie,2023,12,2023-12-01,1,10.81,1
Soft Straws Reusable Silicone Straws,Smoothie,2024,1,2024-01-01,1,9.01,2
Soft Straws Reusable Silicone Straws,Smoothie,2024,3,2024-03-01,1,9.01,1
Soft Straws Reusable Silicone Straws,Smoothie,2024,4,2024-04-01,1,9.01,1
Soft Straws Reusable Silicone Straws,Smoothie,2024,6,2024-06-01,0,9.01,1
Soft Straws Reusable Silicone Straws,Smoothie,2025,2,2025-02-01,1,18.02,1
Sticker Set,Confetti,2023,10,2023-10-01,1,4.5,1
Sticker Set,Confetti,2024,4,2024-04-01,1,5.41,1
Sticker Set,Confetti,2024,5,2024-05-01,0,-5.41,1
Sticker Set,Confetti,2024,6,2024-06-01,10,0.0,10
Sticker Set,Confetti,2024,7,2024-07-01,2,0.0,2
Sticker Set,Confetti,2024,8,2024-08-01,4,16.22,4
Sticker Set,Confetti,2024,9,2024-09-01,2,10.81,2
Sticker Set,Confetti,2025,1,2025-01-01,1,5.4,1
Sticker Set,Confetti,2025,3,2025-03-01,1,5.41,1
Sticker Set,Confetti,2025,8,2025-08-01,2,10.82,3
Sticker Set,Confetti,2025,9,2025-09-01,1,16.23,3
Sticker Set,Galactic,2024,4,2024-04-01,1,5.41,1
Sticker Set,Galactic,2024,5,2024-05-01,0,5.41,1
Sticker Set,Galactic,2024,6,2024-06-01,0,0.0,1
Sticker Set,Galactic,2024,7,2024-07-01,2,0.0,2
Sticker Set,Galactic,2024,9,2024-09-01,1,5.41,1
Sticker Set,Galactic,2025,4,2025-04-01,1,5.41,1
Sticker Set,Galactic,2025,7,2025-07-01,0,3.6,1
Sticker Set,Galactic,2025,8,2025-08-01,1,0.0,1
Sticker Set,Galactic,2025,11,2025-11-01,1,5.41,1
Sticker Set,Game On,2023,10,2023-10-01,1,5.41,1
Sticker Set,Game On,2024,1,2024-01-01,1,5.41,1
Sticker Set,Game On,2024,4,2024-04-01,1,5.41,1
Sticker Set,Game On,2024,6,2024-06-01,1,0.0,1
Sticker Set,Game On,2024,8,2024-08-01,2,5.4,2
Sticker Set,Game On,2024,9,2024-09-01,1,5.41,1
Sticker Set,Game On,2025,5,2025-05-01,0,0.0,1
Sticker Set,Game On,2025,8,2025-08-01,1,5.41,1
Sticker Set,Game On,2025,9,2025-09-01,0,0.0,1
Sticker Set,Rainbow Roller,2023,10,2023-10-01,5,26.14,5
Sticker Set,Rainbow Roller,2023,11,2023-11-01,1,5.41,1
Sticker Set,Rainbow Roller,2024,2,2024-02-01,1,5.41,1
Sticker Set,Rainbow Roller,2024,3,2024-03-01,1,5.4,1
Sticker Set,Rainbow Roller,2024,4,2024-04-01,4,20.560000000000002,5
Sticker Set,Rainbow Roller,2024,5,2024-05-01,2,10.82,2
Sticker Set,Rainbow Roller,2024,6,2024-06-01,0,0.0,1
Sticker Set,Rainbow Roller,2024,7,2024-07-01,4,21.64,4
Sticker Set,Rainbow Roller,2024,8,2024-08-01,9,54.09,10
Sticker Set,Rainbow Roller,2024,9,2024-09-01,3,21.630000000000003,4
Sticker Set,Rainbow Roller,2024,11,2024-11-01,3,21.64,4
Sticker Set,Rainbow Roller,2024,12,2024-12-01,1,5.41,1
Sticker Set,Rainbow Roller,2025,1,2025-01-01,2,5.41,3
Sticker Set,Rainbow Roller,2025,2,2025-02-01,1,10.81,1
Sticker Set,Rainbow Roller,2025,3,2025-03-01,1,5.41,1
Sticker Set,Rainbow Roller,2025,4,2025-04-01,4,21.630000000000003,4
Stix (Set of 4),Blue (4),2022,9,2022-09-01,8,63.0,9
Stix (Set of 4),Blue (4),2022,10,2022-10-01,3,21.0,3
Stix (Set of 4),Blue (4),2022,11,2022-11-01,3,21.0,3
Stix (Set of 4),Blue (4),2023,2,2023-02-01,1,7.0,1
Stix (Set of 4),Blue (4),2023,7,2023-07-01,2,14.0,2
Stix (Set of 4),Blue (4),2023,8,2023-08-01,5,30.8,4
Stix (Set of 4),Blue (4),2023,9,2023-09-01,4,21.0,5
Stix (Set of 4),Blue (4),2023,10,2023-10-01,2,14.0,3
Stix (Set of 4),Blue (4),2024,2,2024-02-01,1,7.0,1
Stix (Set of 4),Blue (4),2024,8,2024-08-01,3,14.0,3
Stix (Set of 4),Blue (4),2024,9,2024-09-01,4,21.0,4
Stix (Set of 4),Blue (4),2024,11,2024-11-01,0,-7.0,1
Stix (Set of 4),Blue (4),2025,2,2025-02-01,0,7.0,1
Stix (Set of 4),Blue (4),2025,3,2025-03-01,1,7.0,1
Stix (Set of 4),Blue (4),2025,8,2025-08-01,3,28.0,6
Stix (Set of 4),Blue (4),2025,9,2025-09-01,5,28.0,6
Stix (Set of 4),Blue (4),2025,10,2025-10-01,5,42.0,6
Stix (Set of 4),Blue (4),2025,11,2025-11-01,0,7.0,1
Stix (Set of 4),Blue (4),2025,12,2025-12-01,3,28.0,3
Stix (Set of 4),Pink (4),2022,8,2022-08-01,1,7.0,1
Stix (Set of 4),Pink (4),2022,9,2022-09-01,12,91.0,13
Stix (Set of 4),Pink (4),2022,10,2022-10-01,3,5.2,4
Stix (Set of 4),Pink (4),2022,11,2022-11-01,2,7.0,2
Stix (Set of 4),Pink (4),2022,12,2022-12-01,2,14.0,2
Stix (Set of 4),Pink (4),2023,1,2023-01-01,2,13.940000000000001,2
Stix (Set of 4),Pink (4),2023,5,2023-05-01,1,7.0,1
Stix (Set of 4),Pink (4),2023,7,2023-07-01,2,14.0,2
Stix (Set of 4),Pink (4),2023,8,2023-08-01,5,114.8,4
Stix (Set of 4),Pink (4),2023,9,2023-09-01,16,105.0,16
Stix (Set of 4),Pink (4),2023,10,2023-10-01,3,61.0,4
Stix (Set of 4),Pink (4),2023,11,2023-11-01,1,7.0,1
Stix (Set of 4),Pink (4),2024,3,2024-03-01,1,7.0,1
Stix (Set of 4),Pink (4),2024,4,2024-04-01,2,0.0,2
Stix (Set of 4),Pink (4),2024,5,2024-05-01,1,7.0,1
Stix (Set of 4),Pink (4),2024,7,2024-07-01,1,7.0,1
Stix (Set of 4),Pink (4),2024,8,2024-08-01,7,56.0,9
Stix (Set of 4),Pink (4),2024,9,2024-09-01,9,70.0,12
Stix (Set of 4),Pink (4),2024,11,2024-11-01,0,-7.0,1
Stix (Set of 4),Pink (4),2025,1,2025-01-01,1,14.0,1
Stix (Set of 4),Pink (4),2025,5,2025-05-01,1,7.0,1
Stix (Set of 4),Pink (4),2025,6,2025-06-01,1,14.0,1
Stix (Set of 4),Pink (4),2025,8,2025-08-01,7,49.0,7
Stix (Set of 4),Pink (4),2025,9,2025-09-01,12,105.0,12
Stix (Set of 4),Pink (4),2025,10,2025-10-01,1,21.0,2
Stix (Set of 4),Standard,2022,8,2022-08-01,5,70.0,5
Stix (Set of 4),Standard,2022,9,2022-09-01,3,30.0,3
Stix (Set of 4),Yellow (4),2022,8,2022-08-01,1,14.0,1
Stix (Set of 4),Yellow (4),2022,9,2022-09-01,6,56.0,7
Stix (Set of 4),Yellow (4),2022,10,2022-10-01,1,5.21,1
Stix (Set of 4),Yellow (4),2022,11,2022-11-01,1,7.0,1
Stix (Set of 4),Yellow (4),2023,1,2023-01-01,1,14.0,1
Stix (Set of 4),Yellow (4),2023,4,2023-04-01,1,7.0,1
Stix (Set of 4),Yellow (4),2023,5,2023-05-01,1,7.0,1
Stix (Set of 4),Yellow (4),2023,7,2023-07-01,2,14.0,2
Stix (Set of 4),Yellow (4),2023,8,2023-08-01,3,18.9,3
Stix (Set of 4),Yellow (4),2023,9,2023-09-01,4,35.0,6
Stix (Set of 4),Yellow (4),2023,10,2023-10-01,1,14.0,2
Stix (Set of 4),Yellow (4),2024,8,2024-08-01,2,14.0,3
Stix (Set of 4),Yellow (4),2024,9,2024-09-01,1,12.6,2
Stix (Set of 4),Yellow (4),2025,4,2025-04-01,1,7.0,1
Stix (Set of 4),Yellow (4),2025,8,2025-08-01,2,14.0,2
Stix (Set of 4),Yellow (4),2025,9,2025-09-01,3,21.0,3
Stix (Set of 4),Yellow (4),2025,10,2025-10-01,9,84.0,11
Stix (Set of 4),Yellow (4),2025,12,2025-12-01,0,14.0,1
Stix (Set of 7),Default Title,2022,9,2022-09-01,41,430.0,42
Stix (Set of 7),Default Title,2022,10,2022-10-01,13,150.0,15
Stix (Set of 7),Default Title,2023,8,2023-08-01,3,30.0,3
Stix (Set of 7),Default Title,2023,9,2023-09-01,16,186.0,17
Stix (Set of 7),Default Title,2023,10,2023-10-01,7,60.0,7
Stix (Set of 7),Default Title,2024,7,2024-07-01,3,30.0,3
Stix (Set of 7),Default Title,2024,8,2024-08-01,15,150.0,16
Stix (Set of 7),Default Title,2024,9,2024-09-01,15,150.0,16
Stix (Set of 7),Default Title,2024,11,2024-11-01,0,-10.0,1
Stix (Set of 7),Default Title,2025,1,2025-01-01,2,10.0,2
Stix (Set of 7),Default Title,2025,8,2025-08-01,5,40.0,5
Stix (Set of 7),Default Title,2025,9,2025-09-01,19,200.0,22
Stix (Set of 7),Default Title,2025,10,2025-10-01,1,-16.0,3
Stone + Snack Board Trio,Default Title,2022,9,2022-09-01,1,27.03,1
Swimava Rings,Body Ring Duck,2023,5,2023-05-01,1,22.52,1
Swimava Rings,Body Ring Duck,2024,4,2024-04-01,1,9.01,1
Swimava Rings,Body Ring Duck,2024,8,2024-08-01,2,0.0,1
Swimava Rings,Body Ring G2,2025,4,2025-04-01,1,9.01,1
Swimava Rings,Body Ring G2,2025,7,2025-07-01,1,9.01,1
Swimava Rings,Starter Ring Blossoms,2024,8,2024-08-01,1,9.0,1
Swimava Rings,Starter Ring Blossoms,2025,5,2025-05-01,0,0.009999999999999787,1
Swimava Rings,Starter Ring Duck,2024,2,2024-02-01,1,9.01,1
ThermoFlask Food Jar 591ml,Lime/Moss,2025,8,2025-08-01,2,54.05,2
ThermoFlask Food Jar 591ml,Lime/Moss,2025,9,2025-09-01,0,27.03,1
ThermoFlask Food Jar 591ml,Mint/Sherbet,2025,8,2025-08-01,2,54.06,2
ThermoFlask Food Jar 591ml,Mint/Sherbet,2025,9,2025-09-01,3,108.11,3
ThermoFlask Food Jar 591ml,Mint/Sherbet,2025,10,2025-10-01,1,27.03,1
ThermoFlask Food Jar 591ml,Mount Spring/Ocean,2025,8,2025-08-01,6,162.18,6
ThermoFlask Food Jar 591ml,Mount Spring/Ocean,2025,9,2025-09-01,2,54.04,2
ThermoFlask Food Jar 591ml,Ocean/Sunrise,2025,8,2025-08-01,3,81.09,3
ThermoFlask Food Jar 591ml,Ocean/Sunrise,2025,9,2025-09-01,4,108.12,4
ThermoFlask Food Jar 591ml,Ocean/Sunrise,2025,10,2025-10-01,1,27.03,1
ThermoFlask Food Jar 591ml,Strawberry/Blush,2025,8,2025-08-01,2,54.05,2
ThermoFlask Food Jar 591ml,Tangerine/Mint,2025,8,2025-08-01,1,27.03,1
ThermoFlask Food Jar 591ml,Tangerine/Mint,2025,9,2025-09-01,1,0.0,1
ThermoFlask Food Jar 591ml,Tangerine/Mint,2025,11,2025-11-01,3,108.11,3
ThermoFlask Tumbler,Circular Grey,2024,5,2024-05-01,1,25.22,1
ThermoFlask Tumbler,Circular Grey,2024,6,2024-06-01,1,25.23,1
ThermoFlask Tumbler,Circular Grey,2024,7,2024-07-01,1,25.23,1
ThermoFlask Tumbler,Circular Grey,2024,8,2024-08-01,1,50.46,1
ThermoFlask Tumbler,Circular Grey,2024,9,2024-09-01,1,25.22,1
ThermoFlask Tumbler,Crystal Teal,2024,4,2024-04-01,1,25.23,1
ThermoFlask Tumbler,Crystal Teal,2024,5,2024-05-01,1,50.46,2
ThermoFlask Tumbler,Crystal Teal,2024,7,2024-07-01,3,100.91,3
ThermoFlask Tumbler,Crystal Teal / Circular Grey,2024,5,2024-05-01,1,44.14,1
ThermoFlask Tumbler,Crystal Teal / Circular Grey,2024,6,2024-06-01,1,44.14,1
ThermoFlask Tumbler,Honeycomb,2024,4,2024-04-01,1,25.22,1
ThermoFlask Tumbler,Honeycomb,2024,5,2024-05-01,1,25.23,1
ThermoFlask Tumbler,Honeycomb,2024,6,2024-06-01,2,50.46,2
ThermoFlask Tumbler,Honeycomb / Hot Pink,2024,6,2024-06-01,1,44.13,1
ThermoFlask Tumbler,Hot Pink,2024,4,2024-04-01,1,25.23,1
ThermoFlask Tumbler,Hot Pink,2024,5,2024-05-01,1,25.23,1
ThermoFlask Tumbler,Hot Pink,2024,6,2024-06-01,2,50.46,2
ThermoFlask Tumbler,Hot Pink,2024,7,2024-07-01,2,50.45,2
ThermoFlask Water Bottle,Black,2023,5,2023-05-01,1,31.53,1
ThermoFlask Water Bottle,Black,2023,6,2023-06-01,1,31.53,1
ThermoFlask Water Bottle,Black,2023,7,2023-07-01,2,63.06,2
ThermoFlask Water Bottle,Black,2023,8,2023-08-01,5,189.18,6
ThermoFlask Water Bottle,Black/Green,2023,5,2023-05-01,1,58.56,1
ThermoFlask Water Bottle,Black/Green,2023,6,2023-06-01,1,58.56,1
ThermoFlask Water Bottle,Black/Green,2023,7,2023-07-01,1,58.56,1
ThermoFlask Water Bottle,Black/Green,2023,8,2023-08-01,2,117.13,2
ThermoFlask Water Bottle,Green,2023,4,2023-04-01,1,31.53,1
ThermoFlask Water Bottle,Green,2023,6,2023-06-01,2,63.06,2
ThermoFlask Water Bottle,Green,2023,7,2023-07-01,2,63.06,2
ThermoFlask Water Bottle,Green,2023,8,2023-08-01,4,157.66,4
ThermoFlask Water Bottle,Navy,2023,5,2023-05-01,1,31.53,1
ThermoFlask Water Bottle,Navy,2023,7,2023-07-01,1,31.54,1
ThermoFlask Water Bottle,Navy,2023,8,2023-08-01,2,63.07,2
ThermoFlask Water Bottle,Navy,2023,9,2023-09-01,2,63.07,2
ThermoFlask Water Bottle,Orange,2023,5,2023-05-01,1,31.53,1
ThermoFlask Water Bottle,Orange,2023,9,2023-09-01,1,58.56,2
ThermoFlask Water Bottle,Single Blue Jay,2023,10,2023-10-01,2,54.06,2
ThermoFlask Water Bottle,Single Blue Jay,2023,12,2023-12-01,1,27.03,1
ThermoFlask Water Bottle,Single Blue Jay,2024,1,2024-01-01,1,27.03,1
ThermoFlask Water Bottle,Single Blue Jay,2024,5,2024-05-01,5,132.41,5
ThermoFlask Water Bottle,Single Blue Jay,2024,6,2024-06-01,2,54.06,2
ThermoFlask Water Bottle,Single Blue Jay,2024,7,2024-07-01,1,27.03,1
ThermoFlask Water Bottle,Single Blueberry,2022,9,2022-09-01,8,244.23000000000002,9
ThermoFlask Water Bottle,Single Blueberry,2023,4,2023-04-01,1,27.03,1
ThermoFlask Water Bottle,Single Blueberry,2023,6,2023-06-01,3,81.09,3
ThermoFlask Water Bottle,Single Blueberry,2023,10,2023-10-01,1,27.03,1
ThermoFlask Water Bottle,Single Blueberry,2023,12,2023-12-01,1,27.02,1
ThermoFlask Water Bottle,Single Blueberry,2024,2,2024-02-01,2,54.06,2
ThermoFlask Water Bottle,Single Blueberry,2024,3,2024-03-01,1,27.02,1
ThermoFlask Water Bottle,Single Blueberry,2024,4,2024-04-01,1,24.32,1
ThermoFlask Water Bottle,Single Blueberry,2024,5,2024-05-01,6,178.38,7
ThermoFlask Water Bottle,Single Blueberry,2024,6,2024-06-01,5,108.11,5
ThermoFlask Water Bottle,Single Blueberry,2024,7,2024-07-01,1,27.03,1
ThermoFlask Water Bottle,Single Red Robin,2023,11,2023-11-01,1,27.03,1
ThermoFlask Water Bottle,Single Red Robin,2023,12,2023-12-01,1,27.03,1
ThermoFlask Water Bottle,Single Red Robin,2024,3,2024-03-01,1,81.08,1
ThermoFlask Water Bottle,Single Red Robin,2024,4,2024-04-01,3,72.96000000000001,3
ThermoFlask Water Bottle,Single Red Robin,2024,5,2024-05-01,2,48.65,2
ThermoFlask Water Bottle,Single Red Robin,2024,6,2024-06-01,1,54.05,2
ThermoFlask Water Bottle,Standard,2022,8,2022-08-01,2,159.08,2
ThermoFlask Water Bottle,Standard,2022,9,2022-09-01,17,640.36,16
ThermoFlask Water Bottle,Standard,2022,10,2022-10-01,5,189.21,5
ThermoFlask Water Bottle,Standard,2022,11,2022-11-01,3,49.55,4
ThermoFlask Water Bottle,Standard,2022,12,2022-12-01,1,54.06,2
ThermoFlask Water Bottle,Standard,2023,1,2023-01-01,1,9.01,1
ThermoFlask Water Bottle,Standard,2023,2,2023-02-01,2,76.58,2
ThermoFlask Water Bottle,Standard,2023,3,2023-03-01,2,49.55,1
ThermoFlask Water Bottle,Standard,2023,4,2023-04-01,5,180.19,3
ThermoFlask Water Bottle,Standard,2023,5,2023-05-01,3,76.58,3
ThermoFlask Water Bottle,Standard,2023,6,2023-06-01,4,108.11,3
ThermoFlask Water Bottle,Standard,2023,7,2023-07-01,4,108.12,3
Toddler’s Apron,Ladybug,2024,5,2024-05-01,1,9.01,1
Toddler’s Apron,Penguin,2024,4,2024-04-01,1,9.01,1
Toddler’s Apron,Penguin,2025,4,2025-04-01,1,9.01,1
Totseat Portable Highchair,Alphabet,2022,9,2022-09-01,1,35.0,1
Totseat Portable Highchair,Alphabet,2023,4,2023-04-01,1,35.0,1
Totseat Portable Highchair,Alphabet,2023,5,2023-05-01,1,35.0,1
Totseat Portable Highchair,Apples,2024,5,2024-05-01,1,25.0,1
Totseat Portable Highchair,Chocolate Circle,2023,7,2023-07-01,1,35.0,1
Totseat Portable Highchair,Chocolate Circle,2025,2,2025-02-01,1,25.0,1
Totseat Portable Highchair,Zest Circle,2023,1,2023-01-01,1,35.0,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2024,5,2024-05-01,1,9.01,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2024,8,2024-08-01,2,9.0,2
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2024,9,2024-09-01,1,4.51,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2025,1,2025-01-01,1,4.51,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2025,6,2025-06-01,0,9.0,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2025,9,2025-09-01,1,4.5,1
Unicorn Silicone Condiment Squeeze Bottles,Aqua,2025,11,2025-11-01,1,4.51,1
Unicorn Silicone Condiment Squeeze Bottles,Full Set of 3,2024,8,2024-08-01,4,50.449999999999996,4
Unicorn Silicone Condiment Squeeze Bottles,Full Set of 3,2025,1,2025-01-01,1,25.22,2
Unicorn Silicone Condiment Squeeze Bottles,Full Set of 3,2025,9,2025-09-01,4,50.44,4
Unicorn Silicone Condiment Squeeze Bottles,Purple,2024,4,2024-04-01,1,4.5,1
Unicorn Silicone Condiment Squeeze Bottles,Purple,2024,6,2024-06-01,1,4.51,1
Unicorn Silicone Condiment Squeeze Bottles,Purple,2024,8,2024-08-01,3,13.51,3
